1,"Dispone l'art. 1874 del codice civile che, se la
rendita è costituita a favore di più persone:","La parte spettante al creditore premorto si
accresce a favore degli altri, salvo patto
contrario.","La parte spettante al creditore premorto non si
accresce a favore degli altri, salvo patto
contrario.","La parte spettante al creditore premorto non si
accresce in nessun caso a favore degli altri.","La parte spettante al creditore premorto si
accresce in ogni caso a favore degli altri."
269,"In quali casi il giudice può rilevare d'ufficio la
prescrizione non opposta, a norma dell'art.
2938 del codice civile?",In nessun caso.,Sempre.,"Solo nei casi tassativamente previsti dalla
legge.",L'art. 2938 non disciplina tale fattispecie.
270,"Ai sensi dell'art. 820 del codice civile sono
frutti civili, tra gli altri:",I canoni enfiteutici.,"I prodotti delle miniere, cave e torbiere.",I prodotti agricoli.,La legna.
271,"Ai sensi dell'art. 15 c.c., a chi spetta la revoca
dell'atto costitutivo di una fondazione?",Solo al fondatore.,Al fondatore e ai suoi eredi.,All'autorità che ha operato il riconoscimento.,Agli organi della fondazione.
272,"Dispone l'art. 2645-ter del codice civile, in
materia di trascrizione degli atti relativi ai
beni immobili, che possono essere trascritti,
al fine di rendere opponibile ai terzi il vincolo
di destinazione, gli atti in forma pubblica con
cui beni immobili o beni mobili iscritti in
pubblici registri sono destinati alla
realizzazione di interessi meritevoli di tutela
riferibili a persone con disabilità, a pubbliche
amministrazioni, o ad altri enti o persone
fisiche ai sensi dell'articolo 1322, 2° comma,
dello stesso codice:","Per un periodo non superiore a novanta anni
o per la durata della vita della persona fisica
beneficiaria.","Per un periodo non superiore a sessanta anni
o per la durata della vita della persona fisica
beneficiaria.","Per un periodo non superiore a settanta anni o
per la durata della vita della persona fisica
beneficiaria.","Per un periodo non superiore a cinquanta
anni o per la durata della vita della persona
fisica beneficiaria."
273,"Fanno parte del patrimonio indisponibile
dello Stato, ai sensi dell'art. 826 del codice
civile:","Le foreste che a norma delle leggi in materia
costituiscono il demanio forestale dello Stato.","Le raccolte dei musei, delle pinacoteche,
degli archivi e delle biblioteche.","I laghi, i torrenti e le altre acque definite
pubbliche dalle leggi in materia.","Gli immobili riconosciuti d'interesse storico,
archeologico e artistico a norma delle leggi in
materia."
274,"In un'obbligazione, l'eliminazione di un
termine comporta, ai sensi dell'art. 1231 del
codice civile, novazione?","No, il rilascio di un documento o la sua
rinnovazione, l'apposizione o l'eliminazione di
un termine e ogni altra modificazione
accessoria dell'obbligazione non producono
novazione.","Si, l'eliminazione di un termine produce in
ogni caso novazione.","L'eliminazione di un termine produce
novazione solo se si tratta di termine iniziale.","L'eliminazione di un termine produce
novazione solo se si tratta di termine finale."
275,"A norma del c.c. le obbligazioni possono
sorgere da fatti illeciti?","Sì. Ai sensi dell'art. 1173 del codice civile, le
obbligazioni derivano da contratto, da fatto
illecito, o da ogni altro atto o fatto idoneo a
produrle in conformità dell'ordinamento
giuridico.","No. Ai sensi dell'art. 1173 del codice civile, le
obbligazioni derivano da contratto o da ogni
altro atto o fatto lecito, idoneo a produrle in
conformità dell'ordinamento giuridico.","Sì. Ai sensi dell'art. 1173 del codice civile, le
obbligazioni derivano da fatto illecito, o da
ogni altro atto o fatto idoneo a produrle in
conformità dell'ordinamento giuridico,
escluso il contratto.","No. Ai sensi dell'art. 1173 del codice civile, le
obbligazioni derivano sempre da contratto."
276,"Indicare quale/i delle seguenti affermazioni
è/sono conformi al disposto dell'art. 1300 del
codice civile, in materia di novazione nelle
obbligazioni solidali: 1) La novazione tra il
creditore e uno dei debitori in solido non
libera gli altri debitori; 2) Qualora si sia
voluto limitare la novazione a uno solo dei
debitori, gli altri non sono liberati che per la
parte di quest'ultimo; 3) Se convenuta tra uno
dei creditori in solido e il debitore, la
novazione ha effetto verso gli altri creditori
solo per la parte del primo.",La n. 2 e la n. 3.,La n. 1 e la n. 3.,La n. 1 e la n. 2.,Tutte le tre affermazioni.
277,"Il debitore che ha eseguito la prestazione
dovuta può impugnare il pagamento a causa
della propria incapacità?","No, lo esclude espressamente l'art. 1191 del
codice civile.","Sì, in qualunque momento.","Sì, se il suo rappresentante legale provi di non
essere stato a conoscenza del pagamento.","Si, in quanto atto negoziale."
278,"Dispone l'art. 1291 del codice civile, in
materia di obbligazione con alternativa
multipla, che le regole stabilite nella sezione
II del Capo VII (Libro quarto, Titolo I) del
medesimo codice, si osservano:","Anche quando le prestazioni dedotte in
obbligazione sono più di due.","Quando le prestazioni dedotte in obbligazione
sono più di tre.","Quando le prestazioni dedotte in obbligazione
sono più di quattro.","Quando le prestazioni dedotte in obbligazione
sono meno di cinque."
279,"L'art. 1659 del codice civile dispone che
l'appaltatore non può apportare variazioni alle
modalità convenute dell'opera se il
committente non le ha autorizzate. Tale
autorizzazione si deve provare per iscritto?",Sì.,"No, può essere provata anche mediante due
testimoni.","No, può essere provata anche mediante
quattro testimoni.","Sì, salvo i casi tassativamente previsti in cui
può essere provata mediante testimoni."
280,"Indicare quale/i della/e seguente/i
affermazione/i è/sono conforme/i al disposto
degli articoli 1072 e 1073 del codice civile:
1) la servitù si estingue quando in una sola
persona si riunisce la proprietà del fondo
dominante con quella del fondo servente; 2) il
termine di decorrenza della prescrizione della
servitù inizia dal giorno in cui si è cessato di
esercitarla; ma, se si tratta di servitù negativa
o di servitù per il cui esercizio non è
necessario il fatto dell'uomo, il termine
decorre dal giorno in cui si è verificato un
fatto che ne ha impedito l'esercizio.",Entrambe le affermazioni.,Solo la n. 1.,Solo la n. 2.,Nessuna delle due affermazione.
281,"A norma dell'art. 1209 del codice civile, in
materia di mora del creditore, l'offerta fatta
dal debitore deve essere reale quando:","L'obbligazione ha per oggetto danaro, titoli di
credito ovvero cose mobili da consegnare al
domicilio del creditore.",L'obbligazione ha per oggetto il solo danaro.,"L'obbligazione ha per oggetto i soli titoli di
credito.","L'obbligazione ha per oggetto solo cose
mobili da consegnare al domicilio del
creditore."
282,"Secondo quanto disposto dall'art. 1862 del
codice civile, in materia di rendita perpetua,
l'alienazione dell'immobile fatta a titolo
gratuito:","È soggetta alle norme stabilite per la
donazione.",È soggetta alle norme stabilite per la vendita.,È soggetta alle norme stabilite per l'usufrutto.,"È soggetta alle norme stabilite per il
comodato."
283,"È corretto affermare, ai sensi dell'art. 1285
del codice civile, che il debitore di
un'obbligazione alternativa si libera
eseguendo una delle due prestazioni dedotte
in obbligazione?","Si, ma non può costringere il creditore a
ricevere parte dell'una e parte dell'altra.","No, si libera eseguendo la prestazione più
gravosa.","No, si libera solo eseguendo la prestazione
richiesta dal creditore.","No, si libera eseguendo parte dell'una e parte
dell'altra."
284,"A norma dell'art. 20 del codice civile,
l'assemblea delle associazioni deve essere
convocata dagli amministratori per
l'approvazione del bilancio:",Una volta l'anno.,Almeno una volta ogni sei mesi.,Almeno una volta ogni due anni.,"Entro il termine massimo di tre anni
dall'inizio dell'esercizio considerato."
285,"La decadenza può essere rilevata d'ufficio dal
giudice, a norma dell'art. 2969 del codice
civile?","No, salvo che, trattandosi di materia sottratta
alla disponibilità delle parti, il giudice debba
rilevare le cause d'improponibilità dell'azione.","Sì, sempre.","No, mai.","Sì, ma solo nel caso di diritti reali."
286,"In base all'art. 960 del codice civile, è corretto
affermare che l'enfiteuta può pretendere
remissione o riduzione del canone per
qualunque insolita sterilità del fondo o perdita
di frutti?",No.,Sì.,"Sì, ma solo limitatamente alla pretesa di
riduzione del canone per perdita di frutti.","Sì, ma solo limitatamente alla pretesa di
remissione del canone per insolita sterilità del
fondo."
287,"A mente dell'art. 1159 bis del codice civile,
colui che acquista in buona fede da chi non è
proprietario, in forza di un titolo che sia
idoneo a trasferire la proprietà e che sia
debitamente trascritto, un fondo rustico con
annessi fabbricati, situati in comuni
classificati montani dalla legge, ne compie
l'usucapione in suo favore col decorso:",Di cinque anni dalla data di trascrizione.,Di sette anni dalla data di trascrizione.,Di dieci anni dalla data di trascrizione.,Di quindici anni dalla data di trascrizione.
288,"In materia di estinzione del diritto di
superficie disciplinata dall'art. 954 del codice
civile, i contratti di locazione, che hanno per
oggetto la costruzione, non durano:","Se non per l'anno in corso alla scadenza del
termine.","Per non più di due anni decorrenti dalla
scadenza del termine.","Per non più di tre anni decorrenti dalla
scadenza del termine.","Per non più di quattro anni decorrenti dalla
scadenza del termine."
289,"Ai sensi dell'art. 1414 del codice civile, il
contratto simulato produce effetti?",No. Non produce effetti tra le parti.,"Produce effetti solo tra le parti, ma non nei
confronti di terzi.","Produce effetti sia tra le parti sia nei confronti
di terzi.","No, sia il contratto simulato sia il contratto
dissimulato sono sempre nulli."
290,"Nel caso di vendita che ha per oggetto una
cosa futura, ai sensi dell'art. 1472 del codice
civile, qualora le parti non abbiano voluto
concludere un contratto aleatorio, se la cosa
non viene ad esistenza:",La vendita è nulla.,La vendita è annullabile.,La vendita è rescindibile.,Il contratto di vendita è risolto di diritto.
291,"Oltre al caso in cui sia trascorso il periodo di
tempo previsto dall'art. 58 del codice civile
dal giorno a cui risale l'ultima notizia
dell'assente, l'art. 60 dello stesso codice
prevede che può essere dichiarata la morte
presunta:","Quando alcuno è scomparso in operazioni
belliche alle quali ha preso parte, sia nei corpi
armati, sia al seguito di essi, o alle quali si è
comunque trovato presente, senza che si
abbiano più notizie di lui, e sono trascorsi due
anni dall'entrata in vigore del trattato di pace
o, in mancanza di questo, tre anni dalla fine
dell'anno in cui sono cessate le ostilità.","Quando alcuno è scomparso in operazioni
belliche alle quali ha preso parte, sia nei corpi
armati, sia al seguito di essi, o alle quali si è
comunque trovato presente, senza che si
abbiano più notizie di lui, e sono trascorsi tre
anni dall'entrata in vigore del trattato di pace
o, in mancanza di questo, quattro anni dalla
fine dell'anno in cui sono cessate le ostilità.","Quando alcuno è scomparso in operazioni
belliche alle quali ha preso parte, sia nei corpi
armati, sia al seguito di essi, o alle quali si è
comunque trovato presente, senza che si
abbiano più notizie di lui, e sono trascorsi
quattro anni dall'entrata in vigore del trattato
di pace o, in mancanza di questo, cinque anni
dalla fine dell'anno in cui sono cessate le
ostilità.","Quando alcuno è scomparso in operazioni
belliche alle quali ha preso parte, sia nei corpi
armati, sia al seguito di essi, o alle quali si è
comunque trovato presente, senza che si
abbiano più notizie di lui, e sono trascorsi
cinque anni dall'entrata in vigore del trattato
di pace o, in mancanza di questo, sei anni
dalla fine dell'anno in cui sono cessate le
ostilità."
292,"Dispone l'art. 1266 del codice civile che
quando la cessione del credito è a titolo
gratuito il cedente:","É tenuto a garantire l'esistenza del credito al
tempo della cessione, ma solo nei casi e nei
limiti in cui la legge pone a carico del
donante la garanzia per l'evizione.","É tenuto a garantire solo la solvenza del
debitore ceduto.","É tenuto a garantire sia l'esistenza del credito
al tempo della cessione sia la solvenza del
debitore ceduto.","È sempre tenuto a garantire l'esistenza del
credito al tempo della cessione."
293,"Ai sensi dell'art. 1867 del codice civile, il
debitore di una rendita perpetua può essere
costretto al riscatto se, per effetto di
alienazione o di divisione, il fondo su cui è
garantita la rendita è diviso fra:",Più di tre persone.,Più di cinque persone.,Meno di cinque persone.,Meno di tre persone.
294,"A norma dell'art. 2646, 1° comma, del codice
civile, in materia di trascrizione delle
divisioni, è corretto affermare che si devono
trascrivere solo le divisioni che hanno per
oggetto beni immobili?","No, si devono trascrivere anche i
provvedimenti di aggiudicazione degli
immobili divisi mediante incanto, i
provvedimenti di attribuzione delle quote tra
condividenti e i verbali di estrazione a sorte
delle quote.",Sì.,"No, si devono trascrivere anche le divisioni
che hanno per oggetto beni mobili.","Sì, fatta salva la trascrizione della domanda di
divisione giudiziale."
295,"A norma dell'art. 2968 del codice civile, le
parti possono modificare la disciplina legale
della decadenza?","No, se la decadenza è stabilita dalla legge in
materia sottratta alla disponibilità delle parti.","Sì, sempre.","No, mai.","No, l'art. 2968 non disciplina tale fattispecie."
296,"Le servitù prediali possono essere costituite, a
norma dell'art. 1031 del codice civile:","Coattivamente o volontariamente, nonché per
usucapione o per destinazione del padre di
famiglia.","Coattivamente o volontariamente, ma non
possono essere costituite per usucapione.","Coattivamente o volontariamente, ma non
possono essere costituite per destinazione del
padre di famiglia.","Possono essere costituite esclusivamente per
destinazione del padre di famiglia."
297,"Quale delle seguenti affermazioni non è
conforme alla disciplina di cui agli articoli
2936, 2937, 2938 e 2939 del codice civile, in
materia di prescrizione?","Si può rinunziare alla prescrizione in ogni
tempo.","La rinunzia può risultare da un fatto
incompatibile con la volontà di valersi della
prescrizione.","La prescrizione può essere opposta dai
creditori e da chiunque vi ha interesse,
qualora la parte non la faccia valere.","La prescrizione può essere opposta anche se
la parte vi ha rinunziato."
298,"Ai sensi dell'art. 822, 2° comma, del codice
civile, gli aerodromi e gli acquedotti:","Fanno parte del demanio pubblico se
appartengono allo Stato.","Appartengono allo Stato e fanno parte del
patrimonio indisponibile.","Fanno sempre parte del demanio pubblico,
anche se non appartengono allo Stato.","Fanno parte del patrimonio indisponibile
dello Stato e degli enti pubblici territoriali."
299,"Nei contratti che hanno per oggetto il
trasferimento della proprietà di una cosa
determinata, la proprietà si trasmette e si
acquista, in base all'art. 1376 del codice
civile:","Per effetto del consenso delle parti,
legittimamente manifestato.","Mediante un successivo negozio di
trasferimento.",Con la registrazione del contratto.,Con la consegna della cosa.
300,"A norma dell'art. 169 del codice civile, se non
è stato espressamente consentito nell'atto di
costituzione, si possono dare in pegno dare in
pegno o comunque vincolare i beni del fondo
patrimoniale della famiglia?","No, se non con il consenso di entrambi i
coniugi e, se vi sono figli minori, con
l'autorizzazione concessa dal giudice, nei soli
casi di necessità od utilità evidente.","No, mai.","Sì, sempre.","Sì, ma nei soli casi tassativamente previsti
dall'art. 167, e con il consenso di almeno uno
dei coniugi."
301,"A norma di quanto dispone l'art. 1223 del
codice civile, il risarcimento del danno per
l'inadempimento di un'obbligazione o per il
ritardo nell'adempimento della stessa deve
comprendere:","La perdita subita dal creditore e il mancato
guadagno, in quanto ne siano conseguenza
immediata e diretta.","Solo la perdita subita dal creditore, in quanto
ne sia conseguenza immediata e diretta.","Solo il mancato guadagno del creditore,
anche se non ne sia conseguenza immediata e
diretta.","La perdita subita dal creditore e il mancato
guadagno, anche se non ne siano
conseguenza immediata e diretta."
302,"Ai sensi dell'art. 835 del codice civile, in
quale dei seguenti casi possono essere
disposte le requisizioni?","Quando ricorrono gravi e urgenti necessità
pubbliche, militari o civili, può essere
disposta la requisizione dei beni mobili o
immobili. Al proprietario è dovuta una giusta
indennità.","Quando ricorrono gravi e urgenti necessità
pubbliche, militari o civili, può essere
disposta la requisizione dei beni mobili o
immobili. In tal caso al proprietario non è
dovuta alcuna indennità in ragione della
pubblica utilità della misura adottata.","Quando ricorrono gravi e urgenti necessità
pubbliche o militari, ad esclusione di quelle
civili, può essere disposta la requisizione dei
beni mobili o immobili. Al proprietario è
dovuta una giusta indennità.","Quando ricorrono gravi e urgenti necessità
pubbliche, militari o civili, può essere
disposta la requisizione dei beni mobili o
immobili. Al proprietario è dovuta una giusta
indennità solo nei casi di gravi e urgenti
necessità civili o militari, mentre nessuna
indennità nel caso di gravi e urgenti necessità
pubbliche."
303,"È consentito dall'art. 7 del codice civile che
sia pubblicata in uno o più giornali la
sentenza con cui venga disposta la cessazione
dell'uso del nome di una persona fatto
indebitamente da altri?","Sì, ma solo qualora venga ordinato
dall'autorità giudiziaria.","No, è vietato dal Codice della Privacy per
ragioni di tutela della riservatezza e di
protezione dei dati personali.","Sì, ma solo qualora lo richieda la persona
offesa.","No, la pubblicazione della sentenza deve
limitarsi alle forme previste dal codice di
procedura civile."
304,"Ai sensi dell'art. 2911 del codice civile, il
creditore che ha un privilegio speciale su
determinati beni del debitore può sottoporre a
esecuzione altri beni del debitore medesimo?","No, se non sottopone a esecuzione anche i
beni gravati dal privilegio speciale.","Si, purché si tratti di beni della stessa natura.","Si, può indifferentemente sottoporre a
esecuzione gli uni e gli altri.","No, ad eccezione dei casi tassativamente
previsti dalla legge."
305,"Nelle obbligazioni che hanno per oggetto una
somma di danaro, in caso di costituzione in
mora del debitore sono dovuti gli interessi
legali dal giorno della mora?","Sì, lo prevede espressamente l'art. 1224
codice civile.","No, lo esclude espressamente l'art. 1224
codice civile.","Solo se il creditore prova di aver sofferto un
danno.",Solo se erano dovuti anche precedentemente.
306,"Tenuto conto di quanto stabilito dall'art. 1176
del codice civile, è corretto affermare che
nell'adempimento delle obbligazioni il
debitore deve usare la diligenza del buon
padre di famiglia?","Sì, salvo le obbligazioni inerenti all'esercizio
di un'attività professionale, per le quali la
diligenza nell'adempimento deve valutarsi
con riguardo alla natura dell'attività
esercitata.","No, nell'adempiere l'obbligazione la diligenza
deve valutarsi con riguardo alla natura
dell'attività esercitata.","No, nell'adempiere l'obbligazione la diligenza
deve valutarsi con riguardo al risultato che il
creditore si prefigge.","Sì, per l'adempimento di tutte le obbligazioni,
comprese quelle inerenti l'esercizio di
un'attività professionale."
307,"Quale delle seguenti affermazioni è conforme
alla disciplina di cui agli articoli 2936, 2937 e
2938 del codice civile, in materia di
prescrizione?","Non può rinunziare alla prescrizione chi non
può disporre validamente del diritto.","È annullabile ogni patto diretto a modificare
la disciplina legale della prescrizione.","La rinunzia non può risultare da un fatto
incompatibile con la volontà di valersi della
prescrizione.","Il giudice può rilevare d'ufficio la
prescrizione non opposta."
308,"L'art. 21 del codice civile dispone che, per
deliberare lo scioglimento dell'associazione e
la devoluzione del patrimonio occorre il voto
favorevole di:",Almeno tre quarti degli associati.,Almeno due terzi degli associati.,Almeno la metà dei soci fondatori.,Almeno due terzi dei soci fondatori.
309,"L'istituto della prescrizione non opera in caso
di diritti indisponibili e come tali non soggetti
alla prescrizione, a norma dell'art. 2934, 2°
comma. Non rientra tra tali diritti:","Il diritto di agire per ottenere l'esecuzione del
giudicato.",Il diritto al nome.,Il diritto all'immagine.,Il diritto di cittadinanza.
310,"L'art. 11 del codice civile definisce come
persone giuridiche pubbliche:","Le provincie e i comuni, nonché gli enti
pubblici riconosciuti come persone
giuridiche.","Le amministrazioni dello Stato, ivi compresi
gli istituti e scuole di ogni ordine e grado e le
istituzioni educative, le aziende ed
amministrazioni dello Stato ad ordinamento
autonomo, le Regioni, le Province, i Comuni,
le Comunità montane, e loro consorzi e
associazioni, le istituzioni universitarie, gli
Istituti autonomi case popolari, le Camere di
commercio.","Anche gli enti pubblici economici, le aziende
e gli enti che producono servizi di pubblica
utilità, le società non quotate partecipate
direttamente o indirettamente, a qualunque
titolo, dalle pubbliche amministrazioni.","Anche le società quotate in borsa, partecipate
direttamente o indirettamente, a qualunque
titolo, dalle pubbliche amministrazioni."
311,"A norma dell'art. 256 del codice civile, il
riconoscimento del figlio può essere
revocato?","No, è irrevocabile.","Sì, sempre.","Sì, entro un anno dal riconoscimento.","Sì, quando è contenuto in un testamento, se lo
stesso è stato revocato."
312,"L'art. 820 del codice civile opera una netta
distinzione tra frutti naturali e frutti civili,
comprendendo tra i primi:",La legna.,Il corrispettivo delle locazioni.,I canoni enfiteutici.,Le rendite vitalizie.
313,"Indicare quale/i dei seguenti atti è/sono
compreso/i nell'elenco dell'art. 1350 del
codice civile, che individua gli atti che
devono farsi per iscritto, sotto pena di nullità:
1) gli atti che costituiscono rendite perpetue o
vitalizie, salve le disposizioni relative alle
rendite dello Stato; 2) gli atti di divisione di
beni immobili e di altri diritti reali
immobiliari; 3) gli altri atti specialmente
indicati dalla legge.",Tutti gli atti di cui ai tre punti.,Il n. 1 e il n. 2.,Il n. 1 e il n. 3.,Il n. 2 e il n. 3.
314,"In pendenza di una condizione contrattuale, ai
sensi dell'art. 1356 del codice civile,
l'acquirente di un diritto:","Può, in pendenza della condizione risolutiva,
esercitarlo, ma l'altro contraente può
compiere atti conservativi.","Non può, in pendenza della condizione
risolutiva, esercitare il diritto, ma può solo
compiere atti conservativi.","Può, in pendenza della condizione
sospensiva, esercitarlo, ma non può compiere
atti conservativi.","Non può compiere atti conservativi se la
condizione è sospensiva, ma solo in caso di
condizione risolutiva."
315,"A norma di quanto dispone l'art. 1199 del
codice civile, il creditore che riceve il
pagamento di una obbligazione deve farne
annotazione sul titolo?","Sì, se il titolo non è restituito al debitore.","Sì, sempre.","No, in nessun caso.","Sì, ma solo per titoli di importo superiore a
euro 1.000,00."
316,"Ai sensi dell'art. 265 del codice civile, il
riconoscimento del figlio può essere
impugnato per violenza dall'autore del
riconoscimento:","Entro un anno dal giorno in cui la violenza è
cessata.","Entro un sei mesi dal giorno in cui la violenza
è cessata.","Entro due anni dal giorno in cui la violenza è
cessata.","Entro diciotto mesi dal giorno in cui la
violenza è cessata."
317,"Il capo IV del titolo I del libro IV del codice
civile tratta dei modi di estinzione delle
obbligazioni diversi dall'adempimento. Con
riferimento all'istituto della confusione, quale
delle seguenti affermazioni è prevista dall'art.
1254 del codice civile?","La confusione non opera in pregiudizio dei
terzi che hanno acquistato diritti di usufrutto
o di pegno sul credito.","Quando le qualità di creditore e di debitore si
riuniscono nella stessa persona, l'obbligazione
si estingue, e i terzi che hanno prestato
garanzia per il debitore sono liberati.","Se nella medesima persona si riuniscono le
qualità di fideiussore e di debitore principale,
la fideiussione resta in vita, purché il
creditore vi abbia interesse.","Se nella medesima persona si riuniscono le
qualità di fideiussore e di debitore principale,
l'obbligazione si estingue."
318,"A norma dell'art. 1238 del codice civile, la
rinunzia alle garanzie dell'obbligazione fa
presumere la remissione del debito?",No.,"Sì, in ogni caso.","Si, salvo che si tratti di garanzie reali.","Si, salvo che si tratti di garanzie personali."
319,"Ai sensi dell'art. 2821 del codice civile,
l'ipoteca può essere concessa anche mediante
dichiarazione unilaterale?","Si, e la concessione deve farsi per atto
pubblico o per scrittura privata, sotto pena di
nullità.","No, la concessione può avvenire solo
mediante contratto.","No, la dichiarazione unilaterale non può
essere in alcun caso modalità di concessione
d'ipoteca.","Si, la concessione può avvenire solo mediante
dichiarazione unilaterale o testamento."
320,"Tra le obbligazioni naturali disciplinate
dall'art. 2034 del codice civile rientra anche,
per gli effetti ivi previsti, il pagamento del
debito prescritto?",Sì.,"No, rientra solo il pagamento del debito di
gioco o di scommessa.","No, perché l'art. 2940 del codice civile
dispone che è sempre ammessa la ripetizione
di ciò che è stato spontaneamente pagato in
adempimento di un debito prescritto.","No, rientra solo il pagamento effettuato da un
incapace."
321,"A norma dell'art. 31 del codice civile, i
creditori che durante la liquidazione
dell'associazione non hanno fatto valere il
loro credito possono chiedere il pagamento a
coloro ai quali i beni sono stati devoluti?","Sì, entro l'anno dalla chiusura della
liquidazione, in proporzione e nei limiti di ciò
che hanno ricevuto.","No, in nessun caso.","Sì, entro sei mesi dalla chiusura della
liquidazione, in proporzione e nei limiti di ciò
che hanno ricevuto.","Sì, entro due anni dalla chiusura della
liquidazione, in proporzione e nei limiti di ciò
che hanno ricevuto."
322,"Le singole cose componenti l'universalità di
beni mobili possono formare oggetto di
separati atti e rapporti giuridici?","Si, lo prevede espressamente l'art. 816 del
codice civile.","No, lo esclude espressamente l'art. 816 del
codice civile.","Si, ma solo per aggregarsi ad altre
universalità.","Si, ma solo nel caso di beni aziendali."
323,"Dispone l'art. 1417 del codice civile che la
prova per testimoni della simulazione, qualora
sia diretta a far valere l'illiceità del contratto
dissimulato, è ammissibile senza limiti:","Anche se è proposta dalle parti e non solo se è
proposta da creditori o da terzi.",Solo se è proposta dalle parti.,Solo se è proposta da creditori o da terzi.,Solo qualora il contratto sia di modico valore.
324,"Secondo l'art. 606 del codice civile, il
testamento è nullo quando manca l'autografia
o la sottoscrizione nel caso di testamento
olografo, ovvero manca la redazione per
iscritto, da parte del notaio, delle
dichiarazioni del testatore o la sottoscrizione
dell'uno o dell'altro, nel caso di testamento per
atto di notaio. Per ogni altro difetto di forma
il testamento può essere annullato su istanza
di chiunque vi ha interesse e l'azione di
annullamento:","Si prescrive nel termine di cinque anni dal
giorno in cui è stata data esecuzione alle
disposizioni testamentarie.",È imprescrittibile.,"Si prescrive nel termine di dieci anni
dall'apertura della successione.","Si prescrive nel termine di venti anni dal
giorno in cui è stata data esecuzione alle
disposizioni testamentarie."
325,"A norma dell'art. 1161, secondo comma, del
codice civile, in mancanza di titolo idoneo, la
proprietà dei beni mobili e gli altri diritti reali
di godimento sui beni medesimi si acquistano
per usucapione in virtù del possesso
continuato di mala fede per:",Venti anni.,Quindici anni.,Dieci anni.,Sette anni.
326,"In base all'art. 1467 del codice civile, la parte
contro la quale è domandata la risoluzione
può evitarla offrendo di modificare
equamente le condizioni del contratto?",Sì.,"No, perché il contratto è nullo e non sanabile.","No, ad eccezione dei casi tassativamente
previsti dalla legge.","L'art. 1467 del codice civile non prevede tale
fattispecie."
327,"A norma dell'art. 16 del codice civile, l'atto
costitutivo e lo statuto della fondazione
devono contenere anche i criteri e le modalità
di erogazione delle rendite?",Sì.,"No, devono contenere le norme relative alla
estinzione dell'ente.","No, devono contenere le norme relative alla
devoluzione del patrimonio.","No, devono contenere le norme relative alla
loro trasformazione."
328,"Ai sensi dell'art. 820 del codice civile sono
frutti civili, tra gli altri:",Gli interessi dei capitali.,"I prodotti delle miniere, cave e torbiere.",I prodotti agricoli.,La legna.
329,"L'art. 1182 del codice civile disciplina il
luogo dell'adempimento dell'obbligazione e
dispone che, se il luogo nel quale la
prestazione deve essere eseguita non è
determinato dalla convenzione o dagli usi e
non può desumersi dalla natura della
prestazione o da altre circostanze, si
osservano le norme stabilite nello stesso art.
1182. A riguardo, quale delle seguenti
affermazioni non è conforme alla predetta
norma civilistica?","In tutti i casi, l'obbligazione deve essere
adempiuta di norma al domicilio che il
debitore ha al tempo della scadenza.","L'obbligazione di consegnare una cosa certa e
determinata deve essere adempiuta nel luogo
in cui si trovava la cosa quando l'obbligazione
è sorta.","L'obbligazione avente per oggetto una somma
di danaro deve essere adempiuta al domicilio
che il creditore ha al tempo della scadenza.","Se il domicilio che il creditore ha al tempo
della scadenza è diverso da quello che il
creditore aveva quando è sorta l'obbligazione
e ciò rende più gravoso l'adempimento, il
debitore, previa dichiarazione al creditore, ha
diritto di eseguire il pagamento della somma
di danaro dovuta al proprio domicilio."
330,"Ai sensi dell'art. 1399 del codice civile, il
contratto concluso da chi ha contrattato come
rappresentante eccedendo i limiti delle facoltà
conferitegli può essere ratificato
dall'interessato?","Si, e la ratifica ha effetto retroattivo, salvi i
diritti dei terzi.","No, salvo i casi espressamente previsti.","Si, utilizzando le forme stabilite
dall'interessato.","No, in nessun caso."
331,"L'art. 1553 del codice civile prevede che il
permutante, se ha sofferto l'evizione e non
intende riavere la cosa data, ha:","Il diritto di riavere la cosa data oppure, a sua
scelta, il valore della cosa evitta, secondo le
norme stabilite per la vendita, salvo in ogni
caso il risarcimento del danno.","Il diritto di riavere la cosa data oppure, a sua
scelta, il valore della cosa evitta, escluso in
ogni caso il risarcimento del danno.",Il solo diritto al risarcimento del danno.,Solo il diritto alla restituzione della cosa.
332,"Secondo la disciplina del codice civile in
materia di cessione dei crediti, le parti
possono escludere la cedibilità del credito che
non abbia carattere strettamente personale od
il cui trasferimento non sia vietato dalla
legge?","Si, a norma dell'art. 1260 del codice civile.","No, lo vieta espressamente l'art. 1260 del
codice civile.","Si, ma solo per la cessione a titolo gratuito.","No, non è ammessa la c.d. incedibilità
convenzionale."
333,"A norma dell'art. 896-bis del codice civile, gli
apiari devono essere collocati:","A non meno di cinque metri dai confini di
proprietà pubbliche o private.","A non meno di sette metri dai confini di
proprietà pubbliche o private.","A non meno di tre metri dai confini di
proprietà pubbliche o private.","A non meno di nove metri dai confini di
proprietà pubbliche o private."
334,"Per espressa previsione di cui all'art. 2936,
del codice civile ogni patto diretto a
modificare la disciplina legale della
prescrizione:",È nullo.,È valido.,"È annullabile, salvo se sia stipulato per atto
pubblico.",È ammissibile.
